access_code,access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,fuel_type_code,groups_with_access_code,id,open_date,owner_type_code,status_code,station_name,station_phone,updated_at,facility_type,geocode_status,latitude,longitude,city,intersection_directions,plus4,state,street_address,zip,country,bd_blends,cng_dispenser_num,cng_fill_type_code,cng_psi,cng_renewable_source,cng_total_compression,cng_total_storage,cng_vehicle_class,e85_blender_pump,e85_other_ethanol_blends,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,hy_is_retail,hy_pressures,hy_standards,hy_status_link,lng_renewable_source,lng_vehicle_class,lpg_primary,lpg_nozzle_types,ng_fill_type_code,ng_psi,ng_vehicle_class,access_days_time_fr,intersection_directions_fr,bd_blends_fr,groups_with_access_code_fr,ev_pricing_fr 
public,24 hours daily; for customer use only; see front desk for access,,,2019-09-30,,ELEC,Public,114938,2016-08-15,P,E,Luce Ristorante - Tesla Destination,516-624-8330  877-798-3752,2020-03-02T20:14:21Z,RESTAURANT,200-9,40.843546,-73.532489,East Norwich,,,NY,1053 Oyster Bay Rd,11732,US,,,,,,,,,,,"['J1772', 'TESLA']",,,3,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['15082']}
public,24 hours daily; pay lot,,,2019-09-30,,ELEC,Public,114939,2018-11-01,P,E,MPG The Shops at Skyview - Tesla Destination,212-490-3460  877-798-3752,2020-03-02T20:14:21Z,PAY_GARAGE,200-9,40.756893,-73.834158,Flushing,,,NY,40-24 College Point Blvd,11354,US,,,,,,,,,,,['TESLA'],,,3,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['34844']}
public,24 hours daily; pay lot; see valet for access,,,2019-09-30,,ELEC,Public,114940,2018-11-01,P,E,Sylvan Pinnacle Garage - Tesla Destination,718-520-1403  877-798-3752,2020-03-02T20:14:21Z,PAY_GARAGE,200-9,40.726421,-73.851406,Forest Hills,,,NY,112-01 Queens Blvd,11375,US,,,,,,,,,,,['TESLA'],,,4,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['56263']}
public,24 hours daily,CALL,,2019-09-30,,ELEC,Public - Call ahead,114941,2016-05-01,P,E,"Inn at Lake Joseph, a Select Registry Property - Tesla Destination",845-791-9506  877-798-3752,2020-03-02T20:14:21Z,INN,200-9,41.589244,-74.713261,Forestburgh,,,NY,162 Saint Josephs Rd,12777,US,,,,,,,,,,,['TESLA'],,,1,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public - Appeler à l'avance,,{'station': ['13836']}
public,24 hours daily; for customer use only; see front desk for access,,,2019-09-30,,ELEC,Public,114943,2016-08-15,P,E,Hampton Inn Garden City - Tesla Destination,516-227-2720  877-798-3752,2020-03-02T20:14:21Z,HOTEL,200-9,40.741668,-73.609459,Garden City,,,NY,1 North Ave,11530,US,,,,,,,,,,,"['J1772', 'TESLA']",,,3,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['12863']}
public,24 hours daily,,,2019-09-30,,ELEC,Public,114944,2016-02-01,P,E,Tuthilltown Spirits - Tesla Destination,845-633-8734  877-798-3752,2020-03-02T20:14:21Z,BREWERY_DISTILLERY_WINERY,200-9,41.687197,-74.175388,Gardiner,,,NY,14 Gristmill Ln,12525,US,,,,,,,,,,,"['J1772', 'TESLA']",,,3,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['12984']}
public,24 hours daily,,,2019-09-30,,ELEC,Public,114945,2016-08-15,P,E,The Garrison and Highlands Country Club - Tesla Destination,845-424-3604  877-798-3752,2020-03-02T20:14:21Z,REC_SPORTS_FACILITY,200-8,41.381167,-73.912428,Garrison,,,NY,1 Snakehill Rd,10524,US,,,,,,,,,,,['TESLA'],,,2,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['12960']}
public,24 hours daily,,,2019-09-30,,ELEC,Public,114946,2018-07-26,P,E,Hawthorne Valley - Tesla Destination,518-672-4465  877-798-3752,2020-03-02T20:14:21Z,SHOPPING_CENTER,200-8,42.270437,-73.593885,Ghent,,,NY,330 Country Rte 21C,12075,US,,,,,,,,,,,"['J1772', 'TESLA']",,,6,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['31759']}
public,24 hours daily; for customer use only; see front desk for access,,,2019-09-30,,ELEC,Public,114947,2016-09-01,P,E,Greenporter Hotel - Tesla Destination,631-477-0066  877-798-3752,2020-03-02T20:14:21Z,HOTEL,200-9,41.101654,-72.364242,Greenport,,,NY,326 Front St,11944,US,,,,,,,,,,,['TESLA'],,,1,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['17238']}
public,24 hours daily; for customer use only,,,2019-09-30,,ELEC,Public,114948,2018-11-01,P,E,Peppermints Restaurant - Tesla Destination,585-359-9169  877-798-3752,2020-03-02T20:14:21Z,RESTAURANT,200-9,43.055362,-77.65315,Henrietta,,,NY,4870 W Henrietta Rd,14467,US,,,,,,,,,,,['TESLA'],,,3,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['32373']}
public,24 hours daily,,,2019-09-30,,ELEC,Public,114949,2018-11-01,P,E,Hudson Valley Rail Trail Depot - Tesla Destination,845-691-2144  877-798-3752,2020-03-02T20:14:21Z,OTHER_ENTERTAINMENT,200-9,41.733972,-73.974846,Highland,,,NY,101 New Paltz Rd,12528,US,,,,,,,,,,,"['J1772', 'TESLA']",,,4,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['32773']}
public,24 hours daily,,,2019-09-30,,ELEC,Public,114950,2018-11-01,P,E,Town of Lloyd Municipal Parking Lot - Tesla Destination,845-691-2144  877-798-3752,2020-03-02T20:14:21Z,MUNI_GOV,200-8,41.720133,-73.964807,Highland,,,NY,39 Main St,12528,US,,,,,,,,,,,"['J1772', 'TESLA']",,,4,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['30508']}
public,24 hours daily; for customer use only,,,2019-09-30,,ELEC,Public,114951,2018-11-01,P,E,Grape Hollow Farm - Tesla Destination,917-992-6289  877-798-3752,2020-03-02T20:14:21Z,HOTEL,200-9,41.548637,-73.692718,Holmes,,,NY,62 Paine Rd,12531,US,,,,,,,,,,,['TESLA'],,,2,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['33688']}
public,24 hours daily; for customer use only; see front desk for access,,,2019-09-30,,ELEC,Public,114952,2018-11-01,P,E,Best Western Maple City Inn - Tesla Destination,607-324-4300  877-798-3752,2020-03-02T20:14:21Z,HOTEL,200-9,42.32285,-77.662418,Hornell,,,NY,1 Canisteo Square,14843,US,,,,,,,,,,,"['J1772', 'TESLA']",,,3,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['32399']}
public,24 hours daily; for customer use only; see front desk for access,,,2019-09-30,,ELEC,Public,114953,2018-11-01,P,E,Fairfield Inn & Suites by Marriott Elmira Corning - Tesla Destination,607-739-9200  877-798-3752,2020-03-02T20:14:21Z,HOTEL,200-9,42.15882,-76.85612,Horseheads,,,NY,1600 County Rd 64,14845,US,,,,,,,,,,,"['J1772', 'TESLA']",,,3,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['33571']}
public,24 hours daily; for customer use only; see front desk for access,,,2019-09-30,,ELEC,Public,114954,2018-11-01,P,E,Courtyard by Marriott Elmira Horseheads - Tesla Destination,607-795-5900  877-798-3752,2020-03-02T20:14:21Z,HOTEL,200-8,42.161972,-76.867318,Horseheads,,,NY,202 Colonial Dr,14845,US,,,,,,,,,,,"['J1772', 'TESLA']",,,3,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['32401']}
public,24 hours daily; for customer use only; see front desk for access,,,2019-09-30,,ELEC,Public,114955,2017-09-01,P,E,Hilton Garden Inn Elmira/Corning - Tesla Destination,607-795-1111  877-798-3752,2020-03-02T20:14:21Z,HOTEL,200-8,42.162052,-76.873535,Horseheads,,,NY,35  Arnot Rd,14845,US,,,,,,,,,,,['TESLA'],,,2,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['26350']}
public,24 hours daily; for customer use only; see front desk for access,,,2019-09-30,,ELEC,Public,114956,2018-11-01,P,E,The Wick Hotel - Tesla Destination,833-843-9425  877-798-3752,2020-03-02T20:14:21Z,HOTEL,200-9,42.253073,-73.796003,Hudson,,,NY,41 Cross St,12534,US,,,,,,,,,,,"['J1772', 'TESLA']",,,3,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['30197']}
public,24 hours daily; for customer use only,CALL,,2019-09-30,,ELEC,Public - Call ahead,114957,2016-12-15,P,E,La Tourelle Hotel & Spa - Tesla Destination,607-273-2734  877-798-3752,2020-03-02T20:14:21Z,HOTEL,200-9,42.401806,-76.502908,Ithaca,,,NY,1150 Danby Rd,14850,US,,,,,,,,,,,"['J1772', 'TESLA']",,,2,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public - Appeler à l'avance,,{'station': ['17206']}
public,24 hours daily; for customer use only,CALL,,2019-09-30,,ELEC,Public - Call ahead,114958,2018-11-01,P,E,Hilton Garden Inn - Downtown Ithaca - Tesla Destination,607-277-8900  877-798-3752,2020-03-02T20:14:21Z,HOTEL,200-9,42.440673,-76.497375,Ithaca,,,NY,130 E Seneca St,14850,US,,,,,,,,,,,['TESLA'],,,2,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public - Appeler à l'avance,,{'station': ['20661']}
public,24 hours daily; for customer use only,,,2019-09-30,,ELEC,Public,114959,2016-08-15,P,E,William Henry Miller Inn - Tesla Destination,607-256-4553  877-798-3752,2020-03-02T20:14:21Z,INN,200-9,42.441724,-76.495362,Ithaca,,,NY,303 N Aurora St,14850,US,,,,,,,,,,,['TESLA'],,,1,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['11598']}
public,24 hours daily; for customer use only,,,2019-09-30,,ELEC,Public,114960,2018-11-01,P,E,Jamesport Vineyards - Tesla Destination,631-722-5256  877-798-3752,2020-03-02T20:14:21Z,BREWERY_DISTILLERY_WINERY,GPS,40.9486651763294,-72.5973012209015,Jamesport,,,NY,1216 Main Rd,11947,US,,,,,,,,,,,['TESLA'],,,4,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['38348']}
public,24 hours daily; for customer use only,CALL,,2019-09-30,,ELEC,Public - Call ahead,114961,2016-01-01,P,E,Hampton Inn by Hilton Kingston - Tesla Destination,845-382-2600  877-798-3752,2020-03-02T20:14:21Z,HOTEL,200-8,41.970001,-73.989083,Kingston,,,NY,1307 Ulster Ave,12401,US,,,,,,,,,,,"['J1772', 'TESLA']",,,6,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public - Appeler à l'avance,,{'station': ['11563']}
public,24 hours daily; for customer use only; see front desk for access,,,2019-09-30,,ELEC,Public,114962,2018-11-01,P,E,Courtyard by Marriott Kingston - Tesla Destination,845-382-2300  877-798-3752,2020-03-02T20:14:21Z,HOTEL,200-9,41.970145,-73.985923,Kingston,,,NY,500 Frank Sottile Blvd,12401,US,,,,,,,,,,,"['J1772', 'TESLA']",,,3,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['37717']}
public,24 hours daily; for customer use only; see front desk for access,,,2019-09-30,,ELEC,Public,114964,2018-11-01,P,E,Adirondack Mountain Club - Tesla Destination,518-668-4447  877-798-3752,2020-03-02T20:14:21Z,REC_SPORTS_FACILITY,200-8,43.400634,-73.716573,Lake George,,,NY,814 Goggins Rd,12845,US,,,,,,,,,,,"['J1772', 'TESLA']",,,2,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['56767']}
public,24 hours daily; for customer use only; see front desk for access,,,2019-09-30,,ELEC,Public,114965,2016-01-01,P,E,Best Western Adirondack Inn - Tesla Destination,518-523-2424  877-798-3752,2020-03-02T20:14:21Z,HOTEL,200-9,44.284065,-73.983532,Lake Placid,,,NY,2625 Main St,12946,US,,,,,,,,,,,"['J1772', 'TESLA']",,,3,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['2301']}
public,24 hours daily; for customer use only,CALL,,2019-09-30,,ELEC,Public - Call ahead,114966,2016-01-01,P,E,The Whiteface Lodge - Tesla Destination,518-523-0500  877-798-3752,2020-03-02T20:14:21Z,HOTEL,200-9,44.297026,-74.010764,Lake Placid,,,NY,7 Whiteface Inn Ln,12946,US,,,,,,,,,,,"['J1772', 'TESLA']",,,3,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public - Appeler à l'avance,,{'station': ['2115']}
public,24 hours daily; for customer use only,,,2019-09-30,,ELEC,Public,114967,2018-11-01,P,E,AAA Latham - Tesla Destination,518-426-1000  877-798-3752,2020-03-02T20:14:21Z,OFFICE_BLDG,200-9,42.728097,-73.759578,Latham,,,NY,595 New Loudon Rd,12110,US,,,,,,,,,,,"['J1772', 'TESLA']",,,2,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['59632']}
public,24 hours daily; pay lot; see valet for access,,,2019-09-30,,ELEC,Public,114968,2018-11-01,P,E,MPG 1-50 51st Ave - Tesla Destination,718-433-1420  877-798-3752,2020-03-02T20:14:21Z,PAY_GARAGE,200-9,40.742713,-73.959323,Long Island City,,,NY,1-50 51st Ave,11101,US,,,,,,,,,,,['TESLA'],,,4,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['49669']}
public,24 hours daily; pay lot; see valet for access,,,2019-09-30,,ELEC,Public,114969,2018-11-01,P,E,iPark 43-25 Hunter Street - Tesla Destination,347-738-6170  877-798-3752,2020-03-02T20:14:21Z,PAY_GARAGE,200-9,40.747653,-73.942313,Long Island City,,,NY,43-25 Hunter St,11101,US,,,,,,,,,,,['TESLA'],,,8,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['49675']}
public,24 hours daily; see valet for access,,,2019-09-30,,ELEC,Public,114970,2017-03-01,P,E,Little Man Parking (Queens West) - Tesla Destination,718-606-1760  877-798-3752,2020-03-02T20:14:21Z,PAY_GARAGE,200-8,40.74581,-73.955812,Long Island City,,,NY,4-76  47th Ave,11109,US,,,,,,,,,,,"['J1772', 'TESLA']",,,3,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['20652']}
public,24 hours daily; for customer use only,,,2019-09-30,,ELEC,Public,114971,2018-11-01,P,E,Red Roof Inn Malone - Tesla Destination,518-483-8123  877-798-3752,2020-03-02T20:14:21Z,INN,200-9,44.847758,-74.300297,Malone,,,NY,42 Finney Blvd,12953,US,,,,,,,,,,,"['J1772', 'TESLA']",,,2,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['47031']}
public,24 hours daily; pay lot; see valet for access,,,2019-09-30,,ELEC,Public,114972,2018-11-01,P,E,Icon Parking 235 W 48th - Tesla Destination,212-245-9421  877-798-3752,2020-03-02T20:14:21Z,PAY_GARAGE,200-9,40.760856,-73.986218,Manhattan,,,NY,235 W 48th St,10036,US,,,,,,,,,,,['TESLA'],,,4,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['57575']}
public,24 hours daily; pay lot; see valet for access,,,2019-09-30,,ELEC,Public,114973,2018-11-01,P,E,Icon Parking 360 E 65th - Tesla Destination,212-772-7728  877-798-3752,2020-03-02T20:14:21Z,PAY_GARAGE,200-8,40.763564,-73.960236,Manhattan,,,NY,360 E 65th St,10065,US,,,,,,,,,,,['TESLA'],,,4,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['58452']}
public,24 hours daily; see valet for access,,,2019-09-30,,ELEC,Public,114974,2016-11-01,P,E,Icon Parking 205 E 63rd St - Tesla Destination,212-750-3535  877-798-3752,2020-03-02T20:14:21Z,PAY_GARAGE,200-8,40.764174,-73.964533,Manhattan,,,NY,205  E 63rd St,10065,US,,,,,,,,,,,['TESLA'],,,2,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['20435']}
public,24 hours daily; for customer use only,,,2019-09-30,,ELEC,Public,114975,2018-11-01,P,E,Clemson Bros Brewery - Tesla Destination,845-775-4638  877-798-3752,2020-03-02T20:14:21Z,BREWERY_DISTILLERY_WINERY,200-9,41.446952,-74.415608,Middletown,,,NY,22 Cottage St,10940,US,,,,,,,,,,,['TESLA'],,,3,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['36803']}
public,24 hours daily,,,2019-09-30,,ELEC,Public,114976,2017-03-01,P,E,Home2 Suites by Hilton Middletown - Tesla Destination,845-703-8000  877-798-3752,2020-03-02T20:14:21Z,HOTEL,200-9,41.462968,-74.368183,Middletown,,,NY,600 Route 211 E,10941,US,,,,,,,,,,,"['J1772', 'TESLA']",,,3,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['18839']}
public,24 hours daily; for customer use only,,,2019-09-30,,ELEC,Public,114977,2016-01-01,P,E,Buttermilk Falls Inn & Spa - Tesla Destination,845-795-1310  877-798-3752,2020-03-02T20:14:21Z,INN,200-9,41.666684,-73.955378,Milton,,,NY,220 North Rd,12547,US,,,,,,,,,,,"['J1772', 'TESLA']",,,3,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['12485']}
public,24 hours daily,,,2019-09-30,,ELEC,Public,114978,2016-06-01,P,E,SunPower by New York State Solar Farm - Tesla Destination,845-255-0610  877-798-3752,2020-03-02T20:14:21Z,OFFICE_BLDG,200-9,41.667875,-74.105849,Modena,,,NY,1938 Route 44/55,12548,US,,,,,,,,,,,['TESLA'],,,5,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['12462']}
public,24 hours daily; see valet for access,,,2019-09-30,,ELEC,Public,114979,2016-12-15,P,E,Gurney's Montauk Resort & Spa - Tesla Destination,631-668-2345  877-798-3752,2020-03-02T20:14:21Z,HOTEL,200-9,41.015489,-71.992316,Montauk,,,NY,290 Old Montauk Hwy,11954,US,,,,,,,,,,,"['J1772', 'TESLA']",,,3,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['250']}
public,24 hours daily; for customer use only; see front desk for access,,,2019-09-30,,ELEC,Public,114980,2015-04-01,P,E,Montauk Yacht Club Resort & Marina - Tesla Destination,631-668-3100  877-798-3752,2020-03-02T20:14:21Z,HOTEL,200-9,41.069404,-71.932673,Montauk,,,NY,32 Star Island Rd,11954,US,,,,,,,,,,,['TESLA'],,,2,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['337']}
public,24 hours daily; for customer use only; see front desk for access,,,2019-09-30,,ELEC,Public,114981,2016-12-15,P,E,Borland House Bed and Breakfast - Tesla Destination,845-457-1513  877-798-3752,2020-03-02T20:14:21Z,B_AND_B,200-9,41.52688,-74.235988,Montgomery,,,NY,130 Clinton St,12549,US,,,,,,,,,,,"['J1772', 'TESLA']",,,2,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['14864']}
public,24 hours daily; for customer use only; see front desk for access,,,2019-09-30,,ELEC,Public,114982,2018-11-01,P,E,Hampton Inn New Paltz - Tesla Destination,845-255-4200  877-798-3752,2020-03-02T20:14:21Z,HOTEL,200-9,41.740795,-74.067127,New Paltz,,,NY,4 S Putt Corners Rd,12561,US,,,,,,,,,,,"['J1772', 'TESLA']",,,4,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['18452']}
public,24 hours daily; for customer use only; see valet for access,,,2019-09-30,,ELEC,Public,114983,2017-09-01,P,E,MPG 10 E 102nd Street - Tesla Destination,212-249-1947  877-798-3752,2020-03-02T20:14:21Z,PAY_GARAGE,200-9,40.791232,-73.95237,New York,,,NY,10 E 102nd St,10029,US,,,,,,,,,,,"['J1772', 'TESLA']",,,3,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['33187']}
public,24 hours daily; see valet for access,,,2019-09-30,,ELEC,Public,114984,2017-09-01,P,E,Rapidpark 10 E 30th Street - Tesla Destination,212-481-4097  877-798-3752,2020-03-02T20:14:21Z,PAY_GARAGE,200-9,40.745384,-73.985704,New York,,,NY,10 E 30th St,10016,US,,,,,,,,,,,"['J1772', 'TESLA']",,,3,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['29098']}
public,24 hours daily; see valet for access,,,2019-09-30,,ELEC,Public,114985,2017-09-01,P,E,Icon Parking 1056 5th Avenue - Tesla Destination,212-534-9437  877-798-3752,2020-03-02T20:14:21Z,PAY_GARAGE,GPS,40.782031,-73.959484,New York,,,NY,10 E 87th St,10028,US,,,,,,,,,,,"['J1772', 'TESLA']",,,3,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['32866']}
public,24 hours daily; see valet for access,,,2019-09-30,,ELEC,Public,114986,2018-11-01,P,E,iPark 10 West 15th - Tesla Destination,212-675-0335  877-798-3752,2020-03-02T20:14:21Z,PAY_GARAGE,200-8,40.736754,-73.993789,New York,,,NY,10 W 15th,10011,US,,,,,,,,,,,"['J1772', 'TESLA']",,,3,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['52851']}
public,24 hours daily; see valet for access,,,2019-09-30,,ELEC,Public,114987,2016-01-01,P,E,GGMC Parking 10 W 66th St Garage - Tesla Destination,212-874-1100  877-798-3752,2020-03-02T20:14:21Z,PAY_GARAGE,200-8,40.772308,-73.978966,New York,,,NY,10 W 66th St,10023,US,,,,,,,,,,,['TESLA'],,,2,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['6293']}
public,24 hours daily; see valet for access,,,2019-09-30,,ELEC,Public,114988,2016-01-01,P,E,GGMC Parking Union Square Parking Garage - Tesla Destination,212-677-2026  877-798-3752,2020-03-02T20:14:21Z,PAY_GARAGE,200-8,40.734817,-73.989198,New York,,,NY,100 E 15th St,10003,US,,,,,,,,,,,"['J1772', 'TESLA']",,,6,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['13367']}
public,24 hours daily; see valet for access,,,2019-09-30,,ELEC,Public,114989,2016-01-01,P,E,Icon Parking 100 Riverside Blvd. - Tesla Destination,212-724-0107  877-798-3752,2020-03-02T20:14:21Z,PAY_GARAGE,200-9,40.775704,-73.989483,New York,,,NY,100 Riverside Blvd,10024,US,,,,,,,,,,,"['J1772', 'TESLA']",,,3,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['13484']}
public,24 hours daily; see valet for access,,,2019-09-30,,ELEC,Public,114990,2018-11-01,P,E,Rapidpark 600 Columbus Ave - Tesla Destination,212-265-7854  877-798-3752,2020-03-02T20:14:21Z,PAY_GARAGE,200-9,40.788305,-73.971353,New York,,,NY,100 W 89th,10024,US,,,,,,,,,,,"['J1772', 'TESLA']",,,3,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,,,,,,,,,,,,,,,Public,,{'station': ['52405']}
